ID,message
63,"마음을 표현할 때는 진심만큼 타이밍도 중요하다. 내가 말하고 싶은 순간과 상대가 들을 여유가 있는 순간이 항상 일치하지는 않기 때문이다. 평소라면 힘이 될 말도 지친 날에는 부담스럽게 들릴 수 있고, 좋은 조언보다 아무것도 묻지 않는 침묵이 필요한 때도 있다. 진심이라는 이유만으로 모든 말을 바로 꺼내는 것이 늘 정답은 아니다. 마음을 잠시 가지고 기다리는 것도 표현의 한 방식이다. 말하지 않았다고 해서 마음이 사라지는 것은 아니며, 오히려 상대가 받아들일 수 있는 때를 생각하는 과정에서 그 마음의 방향이 더 분명해지기도 한다. 좋은 말에는 내용뿐 아니라 건네는 순간까지 포함되어 있다."
64,"나이가 들어 알게 된 감정이 있다.

보고 싶고, 같이 있고 싶은 마음을 넘어
무엇보다 그 사람이 잘됐으면 하는 마음.
그런 마음이 결국 사랑이란 걸

그게 아마 가장 성숙한 형태의 사랑일지도 모른다."
65,"계절이 바뀌는 순간에는 지난 몇 달을 괜히 돌아보게 된다. 그동안 잘한 일보다 아쉬운 일이 먼저 생각날 수도 있지만, 어쨌든 여기까지 무사히 왔다. 다음 계절에는 지금보다 웃을 일이 조금 더 많았으면 좋겠다."
66,"아침부터 모든 일이 꼬이는 날에도 하루 중 한순간쯤은 마음에 드는 일이 생겼으면 좋겠다. 커피가 맛있거나, 신호가 잘 맞거나, 생각보다 일이 일찍 끝나는 정도여도 좋다. 하루 전체를 구해주는 건 의외로 작은 일일 때가 많으니까."
67,언제 어디서든 행복할 것
68,"해가 지기 직전의 하늘은 오래 머물지 않는다. 몇 분 사이에 색이 달라지고, 잠깐 다른 곳을 보고 있으면 가장 예쁜 순간이 지나가 버리기도 한다. 그래서 노을을 볼 때면 아름다운 것은 붙잡기보다 바라보는 데 더 어울린다는 생각이 든다. 좋은 순간도 마찬가지다. 오래 계속되기를 바라다 보면 끝날 것을 미리 걱정하게 되고, 정작 지금의 기쁨을 충분히 느끼지 못할 수 있다. 모든 좋은 것이 영원해야 가치 있는 것은 아니다. 짧게 머물렀기 때문에 더 선명하게 남는 순간도 있다. 지나가는 것을 지나가게 두면서 그때의 아름다움을 충분히 보는 것, 그것도 행복을 대하는 한 가지 방법이다."
69,"한 사람을 계기로 처음 알게 된 것들이 시간이 지나 자기 취향이 되는 경우가 있다. 관심 없던 음악을 찾아 듣고, 낯설던 장소를 찾아가고, 잘 모르던 분야의 이야기를 자연스럽게 알아가게 된다. 처음에는 누군가를 이해하고 싶어서 시작한 일이 어느 순간 그 사람과 상관없이도 즐거운 일이 된다. 그렇게 한 번 열린 세계는 쉽게 닫히지 않는다. 사람을 좋아한 기억이 언젠가 흐릿해져도 그때 알게 된 노래와 장소, 새롭게 생긴 관심사는 삶의 다른 부분에 계속 남아 있을 수 있다. 마음이 지나간 자리에는 생각보다 많은 것이 남고, 그 흔적이 삶을 조금 더 넓게 만들어주기도 한다."
70,"다정함은 늘 무언가를 해주는 모습으로만 나타나는 건 아닌 것 같다. 묻고 싶은 것을 참아주는 일, 상대가 말할 때까지 기다리는 일, 내가 원하는 거리보다 상대가 편안한 거리를 선택하는 일. 그런 조용한 배려도 충분히 다정하다."
71,"힘든 일을 겪고 나면 주변에서는 시간이 해결해 줄 거라는 말을 쉽게 한다. 틀린 말은 아닐지 모르지만 그 시간을 실제로 지나가는 사람에게 하루는 생각보다 길다. 어제보다 나아지지 않았다는 사실만으로 조급해지고, 이제는 괜찮아져야 한다는 생각 때문에 원래의 힘듦 위에 또 다른 부담이 쌓이기도 한다. 회복에는 정해진 속도가 없다. 한동안 같은 자리처럼 느껴져도 마음속에서는 아주 작은 변화가 진행되고 있을 수 있다. 좋아졌다가 다시 힘들어지는 날도 자연스럽다. 회복은 직선으로 움직이지 않기 때문이다. 빨리 괜찮아지는 것보다 자기 속도를 함부로 미워하지 않는 일이 먼저일 때가 있다."
72,"모든 사람에게 이해받으려다 보면 자신의 선택을 설명하는 데 너무 많은 힘을 쓰게 된다. 사람마다 살아온 경험과 중요하게 여기는 것이 다르기 때문에 같은 결정을 보고도 전혀 다른 판단을 할 수밖에 없다. 물론 오해를 바로잡아야 하는 순간도 있지만 모든 평가를 수정할 필요는 없다. 자신이 왜 그런 선택을 했는지 알고 있고 그 결과를 감당할 준비가 되어 있다면, 다른 사람의 동의가 없어도 충분한 일들이 있다. 타인의 이해는 편안함을 주지만 자신의 납득을 대신할 수는 없다. 삶의 중요한 결정일수록 마지막에는 다른 사람의 시선보다 자기 안에서 설명이 되는지가 더 오래 남는다."
73,"행복한 날에는 굳이 불안의 이유를 찾지 않았으면 좋겠다. 좋은 일이 생기면 언젠가 나쁜 일도 생기겠지 하고 미리 겁먹지 말고, 그 순간만큼은 온전히 좋아했으면 한다. 기쁨은 찾아왔을 때 충분히 누려도 되는 감정이니까."
74,"누군가를 아끼다 보면 그 사람이 모르는 하루까지 괜찮기를 바라게 된다. 내가 보지 못하는 곳에서도 잘 먹고, 잘 자고, 마음 상하는 일이 적기를. 특별히 해줄 수 있는 게 없어도 그런 생각을 하는 것만으로 마음은 꽤 오래 따뜻해진다."
75,"하루 전체가 완벽해야 좋은 날인 건 아니다. 점심이 맛있었거나, 좋아하는 노래가 우연히 나왔거나, 예상하지 못한 말에 한 번 크게 웃었다면 그것만으로도 괜찮은 하루일 수 있다. 작은 기쁨을 너무 쉽게 없는 일로 만들지 않았으면 좋겠다."
76,"별일 없는 하루를 지루하다고 생각했던 때가 있었는데, 시간이 지나니 별일 없다는 게 꽤 좋은 말이라는 걸 알게 된다. 아픈 곳 없고, 걱정스러운 연락 없고, 평소처럼 하루를 보냈다는 것. 그런 평범함이 오래 이어졌으면 좋겠다."
77,"새벽에는 낮 동안 숨어 있던 마음이 유난히 또렷해질 때가 있다. 조용해진 방 안에서 문득 오래된 기억이 떠오르고, 잘 지내고 있는지 궁금한 이름이 생기고, 미뤄둔 걱정이 뒤늦게 모습을 드러낸다. 그렇다고 그 모든 마음에 당장 답을 내려야 하는 것은 아니다. 어떤 감정은 이유를 찾지 않고 그저 존재한다는 사실만 알아차려도 충분하다. 보고 싶은 마음은 보고 싶은 채로, 걱정은 걱정인 채로 잠시 머물다 지나갈 수 있다. 아침이 오면 같은 생각도 조금 다른 모양으로 보인다. 마음은 언제나 결론을 요구하는 문제가 아니라 때로는 조용히 지나가는 날씨와 비슷하다."
78,"말을 잘하는 사람보다 말을 함부로 하지 않는 사람이 오래 기억될 때가 있다. 상대가 없는 자리에서도 쉽게 판단하지 않고, 모르는 마음을 아는 척하지 않는 사람. 나는 그런 조심스러움도 아주 좋은 다정함이라고 생각한다."
79,"어딘가 내가 모르는 곳에
보이지 않는 꽃처럼 웃고 있는
너 한사람으로 하여 세상은
다시한번 눈부신 아침이 되고

어딘가 네가 모르는 곳에
보이지 않는 풀잎처럼 숨 쉬고 있는
나 한사람으로 하여 세상은
다시 한번 고요한 저녁이 온다.

가을이다, 부디 아프지 마라

- 멀리서 빈다, 나태주"
80,"좋은 것을 봐도, 맛있는 걸 먹어도 결국 네 생각이 먼저 나는 걸 보면. 애정이랑 별다른 게 아니라 이렇게 소소한 순간마다 한 사람이 자꾸 떠오르는 일인 것 같다. 지나가는 하루하루에 문득 네 얼굴이 스치는 것, 그게 애정이 일상에 스며드는 방식이 아닐까 싶다. 화려하지 않아도, 과하지 않아도, 은은하게 내 하루하루의 색을 조금씩 바꿔놓는 사람. 애정은 그렇게 내 일상에 너의 색을 칠하는 일인가 보다."
81,좋은 의도는 때때로 상대가 원하지 않는 친절이 될 수도 있다. 그래서 마음이 클수록 한 번 더 생각하게 된다. 내가 해주고 싶은 것보다 상대에게 필요한 것이 무엇인지. 다정함은 마음의 크기보다 방향에 더 가까운 것 같다.
82,기회가 왔을 때 실력만큼 운도 함께 따라줬으면 좋겠다. 노력한 만큼만 돌려받는 것도 충분하지만 가끔은 그보다 훨씬 좋은 결과를 받아도 괜찮다. 오래 애쓴 사람에게 뜻밖의 행운 하나쯤 찾아가는 건 꽤 공평한 일 같으니까.
83,"결과가 좋으면 노력까지 아름답게 기억되고, 결과가 아쉬우면 그동안의 시간마저 실패처럼 느껴질 때가 있다. 하지만 결과 하나가 지나온 모든 시간을 평가할 수는 없다. 네가 쌓은 것은 점수보다 훨씬 많이 남아 있을 거다."
84,"밤이 깊어지면 낮에는 작았던 생각들이 이상할 만큼 커질 때가 있다. 이미 끝난 대화를 다시 떠올리고, 별 의미 없던 표정에 이유를 붙이고, 아직 일어나지도 않은 일을 미리 걱정한다. 주변이 조용해질수록 마음속 소리가 더 크게 들리는 탓인지도 모른다. 그래서 늦은 밤에 내린 결론은 가끔 아침까지 보류해 둘 필요가 있다. 피곤함이 걷히고 햇빛이 들어오면 전날에는 심각해 보였던 문제가 의외로 단순해지기도 한다. 모든 생각은 떠오른 순간 바로 해결해야 하는 숙제가 아니다. 어떤 걱정은 답을 찾는 것보다 충분히 자고 다시 바라보는 편이 훨씬 정확한 답을 데려온다."
85,"비 오는 날에는 괜히 마음까지 가라앉을 때가 있다. 그런 날은 세상을 조금 작게 살아도 괜찮다. 따뜻한 걸 먹고, 좋아하는 걸 보고, 일찍 쉬는 정도로 하루를 마쳐도 된다. 날씨가 개듯 마음도 언젠가는 자연스럽게 맑아질 테니까."
86,"응원하는 동안 나도 좋은 감정을 많이 받았다. 잘한 순간에는 함께 기뻤고, 기다리는 시간에는 설렜고, 때로는 나도 뭔가 열심히 해보고 싶다는 마음이 들었다. 좋아하는 마음이 한쪽으로만 흐르는 건 아니라는 생각이 든다."
87,이해 없는 세상에서 나만은 언제라도 네 편인 것을 잊지 마라
88,"좋아하는 사람의 가장 멋진 순간을 보는 것도 좋지만 가끔은 아무 일 없는 평범한 하루가 더 궁금하다. 오늘은 잘 먹었는지, 피곤하지는 않은지, 재미있는 일이 있었는지. 결국 오래 바라는 건 화려함보다 평안함인지도 모르겠다."
89,"사람을 좋아하는 방식에는 정답이 없다. 자주 만나고 많은 것을 나누어야 깊은 마음인 것도 아니고, 멀리 있다고 해서 마음까지 얕아지는 것도 아니다. 어떤 관계에서는 함께 보내는 시간이 중요하고, 또 어떤 관계에서는 잘 지내고 있다는 소식 하나만으로도 충분히 마음이 놓인다. 관계의 모양이 다르면 애정이 머무는 방식도 달라진다. 그래서 마음의 크기를 거리나 연락의 횟수로 재는 일은 별 의미가 없는지도 모른다. 누군가의 삶이 자신이 원하는 방향으로 흘러가기를 바라면서도 그 삶을 내 뜻대로 움직이려 하지 않는 것. 가까워지지 않아도 좋은 마음으로 오래 바라볼 수 있는 것. 그런 마음도 충분히 온전하다."
90,"누군가 너의 단편만을 보고 판단한다면, 아직 그 사람은 너를 알고 싶은 사람이 아니니 마음에 두지 마. 누군가 네가 하는 일에 대해 쉽게 말한다면, 그 사람은 네가 하는 일을 한 번도 제대로 해본 적 없는 사람이니 그냥 신경쓰지 마. 누군가 너에게 사랑한다고 하면서 행동은 다르다면, 그 사람은 너보다 자기 자신을 더 많이 사랑하는 사람일 테니 그 사랑은 기대하지 마. 이 세상에 어느 누구도, 심지어 너조차도 자신에 대해 쉽게 말할 수 있던 적은 없을 테니. 그러니 너부터 널 쉽게 생각하고 함부로 대하도록 두지 마. 마냥 흘러가도록 두지 마."
91,"좋아하던 일이 어느 날 예전만큼 즐겁지 않게 느껴진다고 해서 처음의 마음까지 거짓이 되는 것은 아니다. 사람의 관심과 열정은 살아가는 동안 자연스럽게 변한다. 잠시 지친 것일 수도 있고, 정말 다른 방향을 바라보게 된 것일 수도 있다. 중요한 것은 예전에 좋아했다는 이유만으로 지금의 마음을 계속 무시하지 않는 일이다. 다시 좋아하게 된다면 반가운 일이고, 다른 길을 선택한다면 그것 역시 자연스럽다. 어떤 감정도 영원히 같은 모양으로 유지해야 할 의무는 없다. 한때 진심으로 좋아했던 시간은 그 자체로 충분히 진짜였고, 마음이 달라진 뒤에도 그 의미까지 사라지는 것은 아니다."
92,"사과는 잘못을 인정하는 말이지만 모든 미안함을 오래 들고 살아야 한다는 뜻은 아니다. 충분히 사과했고 할 수 있는 만큼 바로잡았다면 그다음에는 자신에게도 앞으로 갈 기회를 줄 필요가 있다. 과거의 실수를 계속 반복해서 떠올리는 일이 책임감처럼 느껴질 수 있지만, 때로는 이미 끝난 일을 통해 자신을 벌주는 습관일 뿐이다. 같은 잘못을 되풀이하지 않기 위해 기억하는 것과 그 기억 속에 계속 머무는 것은 다르다. 잘못한 자신을 인정하면서도 그 한 장면으로 자기 전체를 정의하지 않는 것. 책임과 용서는 동시에 존재할 수 있다. 결국 중요한 것은 남들이 보기 좋은 모양보다 오래 유지할 수 있는 방향인지도 모른다. 편안함과 지속 가능성은 생각보다 많은 선택의 기준이 된다."
93,"좋아하는 사람이 있다는 건 생각보다 많은 선물을 받는 일인지도 모른다. 기다릴 일이 생기고, 반가운 이름이 생기고, 평범한 하루에 괜히 기분 좋아지는 순간도 생긴다. 그래서 응원하는 마음 안에는 언제나 조금의 고마움도 함께 있다."
94,"사랑이라는 단어가 부담스럽게 느껴질 때가 있는 건 그 안에 너무 많은 의미가 한꺼번에 들어 있기 때문인지도 모른다. 하지만 누군가가 잘되기를 바라고, 아프지 않기를 걱정하고, 좋은 일이 생겼다는 소식에 자연스럽게 기뻐하는 마음도 분명 애정의 한 모습이다. 관계의 이름을 정하지 않아도, 같은 크기의 감정을 돌려받지 않아도 존재할 수 있는 마음이 있다. 중요한 것은 그 감정을 무엇이라 부르느냐보다 어떻게 다루느냐에 가까울 것이다. 좋은 마음이 상대의 삶을 침범하지 않으면서도 좋은 마음으로 남을 수 있다면, 이름이 조금 모호해도 그 자체로 충분히 의미가 있다."
95,"좋은 사람이기보다 누군가의 삶에 불필요한 흔적을 남기지 않는 사람이고 싶다. 좋은 의도는 간섭이 되고 다정함은 부담이 되기도 한다. 도움을 앞세우기보다는 방해되지 않기를. 간섭보다 조심스러운 배려를 택하는 무해한 사람이고 싶다. 오늘도 묻는다. 나는 지금 좋은 사람이 되려 애쓰고 있는가, 아니면 무해한 사람이 되려 조심하고 있는가."
96,"마음이라는 것이 꺼내볼 수 있는 몸속 장기라면,
가끔 가슴에 손을 넣어 꺼내서 따뜻한 물로 씻어주고 싶었다. 깨끗하게 씻어서 수건으로 물기를 닦고 해가 잘 들고
바람이 잘 통하는 곳에 널어놓고 싶었다.

그러는 동안 나는 마음이 없는 사람으로 살고,
마음이 햇볕에 잘 마르면 부드럽고 좋은 향기가 나는
마음을 다시 가슴에 넣고 새롭게 시작할 수 있겠지.
가끔 그런 상상을 하곤 했다."
97,"칭찬을 들었을 때 바로 부정하는 습관은 겸손처럼 보이지만 때로는 자신이 해낸 일을 스스로 인정하지 못하게 만든다. 누군가가 좋게 봐준 부분이 있다면 잠시 그대로 받아들여도 된다. 모든 칭찬이 객관적인 평가일 필요도 없다. 그 사람이 실제로 그렇게 느꼈다는 사실만으로 충분한 의미가 있다. 자신을 높이지 않기 위해 자신을 계속 낮출 필요는 없다. 잘한 일은 잘했다고 인정하고, 좋은 점은 좋은 점으로 받아들이는 태도와 겸손은 함께 존재할 수 있다. 스스로를 믿는 마음은 거창한 자신감보다 작은 긍정을 밀어내지 않는 습관에서 시작될지도 모른다."
98,상대에게 좋은 사람이 되고 싶다는 마음이 나 자신을 계속 참게 만드는 이유가 되지는 않았으면 좋겠다. 다정함에는 나도 포함되어야 한다. 다른 사람의 마음을 살피듯 자신의 피곤함과 서운함도 제때 알아봐 주는 사람이었으면 한다.
99,"어떤 기억은 날짜보다 온도로 남는다. 유난히 따뜻했던 햇빛, 건물을 나섰을 때 얼굴에 닿던 차가운 바람, 늦여름 저녁의 습한 공기처럼 구체적인 사건보다 감각이 먼저 떠오르는 기억이 있다. 시간이 지나면 그날 무슨 말을 했는지, 무엇을 입었는지는 흐릿해져도 이상하게 그때의 기분은 선명하다. 그래서 좋은 순간을 많이 만든다는 건 기억할 사건을 늘리는 일과는 조금 다른지도 모른다. 훗날 모든 장면을 정확히 떠올리지 못하더라도 어떤 시절을 생각했을 때 마음부터 따뜻해지는 것. 삶에는 그렇게 설명보다 감정으로 먼저 돌아오는 시간이 있다. 오래 남는 좋은 기억은 대개 그런 방식으로 만들어지는 것 같다."
100,"잘 지내다가 갑자기 다시 힘들어지는 날이 와도 처음으로 돌아간 건 아니다. 회복은 늘 직선으로 움직이지 않으니까. 괜찮았던 시간은 사라진 게 아니고, 오늘 잠깐 흔들렸다고 그동안 나아온 길까지 없어지는 것도 아니다."
101,인생에서 가장 중요한 능력 중 하나는 자신의 삶을 제법 괜찮은 이야기로 만들 수 있는 능력인 것 같다.
102,"사람의 좋은 면은 대개 준비되지 않은 순간에 드러난다. 누군가 말할 때 서두르지 않고 끝까지 기다리는 태도, 자신보다 어린 사람에게도 같은 높이의 말투를 쓰는 모습, 아무도 보지 않는 자리에서 자연스럽게 주변을 정리하는 손 같은 것들이다. 특별히 보여주려고 한 행동이 아니기 때문에 오히려 더 오래 기억된다. 누군가를 좋아하게 되는 과정도 거대한 사건 하나보다 이런 작은 장면들이 차곡차곡 쌓이는 쪽에 가까운 경우가 많다. 사람은 자신이 어떤 순간에 좋은 인상을 남겼는지 대부분 알지 못한다. 어쩌면 가장 좋은 모습은 스스로 의식하지 않을 때 이미 충분히 나타나고 있는지도 모른다."
103,"넌 뭐든 할 수 있어
못해도 되고
실수 해도 돼

우린 완벽하지 않으니까

무엇이든 될 수 있는거야"
104,네가 잘했다는 소식을 들으면 내가 한 일도 아닌데 괜히 기분이 좋다. 반대로 아쉬운 날에는 내가 대신 해결해줄 수도 없으면서 마음이 쓰인다. 좋아하고 응원한다는 건 아마 이렇게 쓸데없이 함께 기뻐하고 함께 아쉬워하는 일인가 보다.
105,"네가 웃는 모습을 볼 때면 오늘은 좋은 일이 있었나 보다 하고 괜히 안심하게 된다. 내가 그 이유를 알 필요도, 그 기쁨에 포함될 필요도 없다. 그냥 네 하루에 웃을 일이 있었다는 사실만으로 충분히 반갑다."
106,"10년을 알고 지냈다고 해서 모든 걸 알 수 없고, 1시간을 만났어도 모든 걸 말해주고 싶은 사람이 있다. 관계는 시간만으로 깊어지는 것이 아니어서 오래 알고 지낸 사이일지라도 쉽게 멀어지기도 한다. 매일 연락해도 안부만 겨우 주고받는 사이가 있고, 몇 년 만에 만나도 어제 헤어진 듯 이야기가 술술 풀리는 사이가 있다. 관계를 시간으로 재단하지 말자. 얼마나 오래 알았는지보다, 매 순간 마음이 가까운 사이가 인연을 이어간다."
107,"늦은 오후의 빛은 별일 없던 하루를 조금 다르게 보이게 한다. 창문을 타고 들어온 햇빛이 책상 끝에 머물거나, 평소 지나치던 건물 벽이 잠깐 환하게 빛나는 순간이 있다. 하루 동안 특별한 사건은 하나도 없었는데 그 장면 하나 때문에 오늘이 나쁘지 않았다고 느껴지기도 한다. 사람에 대한 기억도 비슷하다. 거창한 말이나 대단한 행동보다 무심코 웃던 얼굴, 자연스럽게 건넨 한마디, 자기 일에 집중하던 모습이 더 오래 남는다. 누군가는 기억조차 하지 못하는 평범한 순간이 다른 사람에게는 오랫동안 좋은 장면으로 남아 있을 수 있다. 특별함은 늘 특별한 일을 해야 생기는 것이 아니라는 생각이 든다."
108,"처음부터 자신에게 꼭 맞는 길을 정확히 아는 사람은 많지 않다. 해보고 나서야 맞지 않는다는 것을 알기도 하고, 오래 좋아할 줄 알았던 일이 어느 순간 더 이상 즐겁지 않게 느껴지기도 한다. 그때 방향을 바꾸는 것을 실패라고 부를 필요는 없다. 살아보니 달라진 마음과 새롭게 알게 된 자신에 맞춰 선택을 수정하는 것은 오히려 삶을 정직하게 대하는 일에 가깝다. 과거의 선택을 끝까지 지켜야만 그때의 시간이 의미 있어지는 것도 아니다. 그 시간을 지나왔기 때문에 무엇을 원하는지 더 분명해졌다면 이미 충분한 것을 얻었다. 사람은 변하고, 삶의 모양도 그 변화에 따라 달라질 수 있다."
109,"힘든 이유를 정확하게 설명하지 못한다고 해서 덜 힘든 건 아니다. 그냥 마음이 무거운 날도 있고, 아무 일 없는데 지치는 날도 있다. 그런 날에는 원인을 찾아내기보다 오늘의 나를 조금 편하게 해주는 것부터 해도 괜찮다."
110,"누군가에게 건넨 친절이 바로 돌아오지 않아도 그 마음의 가치가 사라지는 건 아니다. 다만 좋은 사람이라는 이유로 계속 참을 필요도 없다. 다정함과 경계는 함께 있을 수 있고, 오히려 그래야 오래 다정할 수 있다고 생각한다."
111,"아직 오지 않은 일이라면, 그건 네 일이 아니야. 어쩌면 끝내 일어나지 않을 수도 있으니까."
112,"아무도 알아주지 않는 날들로 마음 한편에 서러움이 고개를 들 때, 스스로에게 내어주었던 작은 성실과 다정을 기억하기를.
그동안의 노력이 눈에 띄지 않아도 무너지지 않기 위해 선택했던 외로움과 포기하지 않으려 버텨냈던 날들은 삶이 휘청이는 날에 당신을 지탱해 줄 단단한 버팀목이 될 테니 오늘만큼은 잘 살아낸 하루였다고 스스로를 다독여주기를."
113,"행복을 미래의 보상처럼 미뤄두지 않았으면 좋겠다. 이 일이 끝나면, 저걸 이루면, 조금 더 나아지면 행복하겠다고 계속 뒤로 보내다 보면 오늘의 작은 기쁨을 놓치게 된다. 지금 좋아할 수 있는 것은 지금 좋아해도 된다."
114,"확신이 생긴 뒤 움직이려고 하면 시작이 너무 늦어질 때가 있다. 많은 선택은 해보기 전까지 맞는지 알 수 없고, 경험하기 전에는 자신이 어떻게 느낄지도 정확히 예상하기 어렵다. 그래서 어떤 결정에는 완벽한 확신보다 수정할 수 있다는 믿음이 더 필요하다. 잘못 선택하면 방향을 바꿀 수 있고, 예상과 다르면 다시 생각할 수 있다는 여지가 있으면 처음의 선택이 조금 덜 무거워진다. 삶의 모든 결정이 돌이킬 수 없는 문은 아니다. 대부분은 열어보고 나서야 안쪽이 보이고, 들어갔다가 다시 나올 수도 있다. 선택을 잘하는 능력만큼 선택을 고쳐나가는 능력도 중요하다."
115,"오래 미뤄둔 일을 끝냈을 때 느끼는 후련함은 결과의 크기와 별 상관이 없다. 몇 달 동안 마음 한구석에 있던 예약을 하고, 답장을 보내고, 서랍 속 고장 난 물건을 버리는 정도의 작은 일도 끝내고 나면 생각보다 큰 자리를 비워준다. 해야 할 일은 실제로 하는 시간보다 하지 않은 채 마음속에 들고 다니는 시간이 더 피곤할 때가 있다. 그렇다고 모든 미룬 일을 한꺼번에 해결할 필요는 없다. 계속 마음에 걸리는 것 하나만 골라 끝내도 하루의 무게가 달라진다. 삶을 가볍게 만드는 건 거대한 변화보다 오래 들고 있던 작은 짐을 하나씩 내려놓는 일일 수 있다."
116,"상처받은 날에는 그 일을 빨리 의미 있는 경험으로 만들려고 하지 않아도 된다. 배운 게 없어도 되고, 더 강해지지 않아도 된다. 아픈 일은 그냥 아픈 일로 지나가도 괜찮다. 시간이 지난 뒤 의미를 붙이고 싶을 때 그때 해도 늦지 않다."
117,"기다리는 것이 생기면 평범한 달력에도 작은 표식이 생긴다. 며칠 뒤 예정된 일, 오랫동안 기대했던 공연이나 경기, 만나기로 한 약속처럼 아직 오지 않은 하루가 현재의 기분까지 조금 바꾸어 놓는다. 기다리는 시간이 길어지면 지칠 때도 있지만, 적당한 기다림은 일상에 묘한 활기를 준다. 별것 없던 월요일도 다음 주의 무언가를 생각하면 조금 빨리 지나가고, 계절이 바뀌는 일에도 이유가 생긴다. 어쩌면 설렘은 사건이 일어나는 순간에만 존재하는 감정이 아니다. 아직 오지 않은 시간을 미리 좋아하게 되는 과정 전체가 설렘일 수 있다. 기다릴 것이 있다는 사실만으로 삶의 한쪽이 조금 밝아지는 날들이 있다."
118,"열심히 산 하루와 잘 쉰 하루를 굳이 반대편에 놓지 않아도 될 것 같다. 쉬었기 때문에 다시 할 수 있는 일도 있고, 아무것도 하지 않았기 때문에 비로소 정리되는 마음도 있다. 오늘 필요한 게 휴식이었다면 그것도 충분히 잘 보낸 하루다."
119,"너를 알게 된 기간이 길진 않지만 난 너를 오래 안 기분이 든다. 
항상 네가 잘 되었으면 좋겠다. 

묵묵히 응원해.

너의 성장은 언제나 봄이기를 바란다."
120,"언제든 행복의 바람이 스쳐 갈 수 있도록 틈틈이 행복하자. 이 행복 저 행복 따지지 말고 그 자체로 받아들이자.
지금 가진 작은 기쁨들이 쌓여 또 다른 기쁨을 만들어 내는 것, 그 또한 행복이 아닐까."
121,"응원하면서 가장 바라는 건 네가 계속 잘하는 사람이 되는 것보다 네가 하는 일을 오래 좋아하는 사람이 되는 것이다. 잘되지 않는 날에도 다시 해보고 싶고, 잘된 날에는 마음껏 즐거워할 수 있는 마음이 오래 남아 있었으면 한다."
122,"버스 창밖으로 매일 보던 거리가 빠르게 지나간다. 어떤 날에는 노을이 건물 사이에 걸린 모습이 새삼 예쁘고, 어떤 날에는 같은 풍경이 아무것도 눈에 들어오지 않을 만큼 무채색으로 보인다. 풍경은 크게 달라지지 않았는데 마음에 따라 세상이 전혀 다른 표정을 짓는다. 그래서 모든 것이 재미없고 답답하게 느껴지는 날에는 그 감정을 세상의 최종 모습이라고 믿지 않아도 된다. 오늘의 피로와 걱정이 잠깐 풍경 위에 그림자를 드리운 것일 수 있다. 마음이 조금 나아진 뒤 다시 같은 길을 지나면 전에는 보이지 않던 것이 눈에 들어올지도 모른다. 세상이 달라지지 않아도 바라보는 마음은 다시 달라질 수 있다."
123,"오래 좋아한다는 말에는 변하지 않는 마음이라는 이미지가 따라붙지만 실제 감정은 그렇게 일정하지 않다. 늘 같은 크기로 설레지도 않고, 매일 같은 빈도로 떠올리지도 않는다. 각자의 생활에 집중하다 한동안 생각하지 않는 때도 있고, 어느 날 우연한 계기로 다시 반가워지는 순간도 있다. 그렇다고 그동안의 마음이 사라졌다고 할 수는 없다. 시간이 흘러도 좋은 소식에는 여전히 기쁘고, 힘든 일을 겪었다는 소식에는 마음이 쓰인다면 감정은 다른 온도로 계속 남아 있었던 셈이다. 오래된 마음은 처음의 뜨거움을 그대로 보존하는 것보다, 시간이 지나도 좋은 방향을 잃지 않는 일에 더 가까울지도 모른다."
124,"누군가를 위한다는 마음은 생각보다 자주 방향을 확인해야 한다. 좋은 의도로 시작한 행동도 상대가 원하지 않는다면 부담이 될 수 있고, 위로하고 싶어 꺼낸 말이 오히려 설명을 요구하는 질문처럼 느껴질 수도 있다. 마음이 선하다는 사실만으로 결과까지 언제나 선해지는 것은 아니다. 그래서 다정함에는 상상력이 필요하다. 내가 받고 싶은 것을 그대로 건네는 대신 상대라면 무엇이 편할지 한 번 더 생각해 보는 것, 때로는 해주는 것보다 하지 않는 쪽을 선택하는 것. 좋은 마음은 크기만으로 완성되지 않는다. 상대의 자리에서 방향을 다시 바라볼 수 있을 때 비로소 오래 편안한 마음이 되는 것 같다."
125,잘하고 싶은 마음 때문에 좋아하던 일을 미워하게 되지는 않았으면 좋겠다. 완벽하게 해내는 것보다 오래 좋아하는 일이 더 어려울 때도 있다. 처음 그 일을 좋아했던 이유가 힘든 순간마다 다시 돌아갈 수 있는 곳이 되어주기를.
126,기다리던 좋은 일이 생겼을 때 '이 정도로 좋아해도 되나' 하고 마음을 줄이지 않았으면 좋겠다. 행복은 아껴둔다고 오래가는 게 아니니까. 기쁠 수 있을 때 충분히 기뻐한 기억이 오히려 힘든 날을 버티게 해주기도 한다.
